,제목,가수,곡명,이미지색감,색감비율
5551,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,M.O.,"[65, 75, 79]",46.15711805555556
5552,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,M.O.,"[114, 123, 124]",6.169379340277778
5553,내 퇴근길을 뉴욕 한복판으로 만드는 방법,PREP,Cheapest Flight,"[26, 33, 33]",47.57259114583333
5554,내 퇴근길을 뉴욕 한복판으로 만드는 방법,PREP,Cheapest Flight,"[65, 75, 79]",46.21213107638889
5555,내 퇴근길을 뉴욕 한복판으로 만드는 방법,PREP,Cheapest Flight,"[114, 123, 124]",6.215277777777778
5556,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,Over,"[26, 33, 33]",47.574544270833336
5557,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,Over,"[65, 75, 79]",46.21137152777778
5558,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,Over,"[114, 123, 124]",6.214084201388889
5559,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Kyle Dion,Glass House,"[26, 33, 33]",47.67350260416666
5560,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Kyle Dion,Glass House,"[65, 75, 79]",46.15711805555556
5561,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Kyle Dion,Glass House,"[114, 123, 124]",6.169379340277778
5562,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,Only You,"[26, 33, 33]",47.574544270833336
5563,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,Only You,"[65, 75, 79]",46.21375868055556
5564,내 퇴근길을 뉴욕 한복판으로 만드는 방법,Mayer Hawthorne,Only You,"[114, 123, 124]",6.211697048611111
5565,내 퇴근길을 뉴욕 한복판으로 만드는 방법,PREP,Don’t Wait For Me,"[26, 33, 33]",47.574544270833336
5566,내 퇴근길을 뉴욕 한복판으로 만드는 방법,PREP,Don’t Wait For Me,"[65, 75, 79]",46.21137152777778
5567,내 퇴근길을 뉴욕 한복판으로 만드는 방법,PREP,Don’t Wait For Me,"[114, 123, 124]",6.214084201388889
5568,다니엘 시저와 파리의 작은 서점,Best Part,차단되어 삭제,"[82, 107, 129]",50.60221354166666
5569,다니엘 시저와 파리의 작은 서점,Best Part,차단되어 삭제,"[30, 44, 41]",45.96961805555556
5570,다니엘 시저와 파리의 작은 서점,Best Part,차단되어 삭제,"[11, 191, 248]",3.428168402777778
5571,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,ROLE MODEL,play the part,"[94, 110, 111]",35.55186631944444
5572,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,ROLE MODEL,play the part,"[22, 29, 15]",32.963107638888886
5573,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,ROLE MODEL,play the part,"[57, 75, 78]",31.485026041666668
5574,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Rex Orange County,Always,"[94, 110, 111]",35.55186631944444
5575,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Rex Orange County,Always,"[22, 29, 15]",32.963107638888886
5576,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Rex Orange County,Always,"[57, 75, 78]",31.485026041666668
5577,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Troye Sivan,could cry just thinking about you,"[94, 110, 111]",35.55186631944444
5578,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Troye Sivan,could cry just thinking about you,"[22, 29, 15]",32.963107638888886
5579,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Troye Sivan,could cry just thinking about you,"[57, 75, 78]",31.485026041666668
5580,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Joji,YEAH RIGHT,"[94, 110, 111]",35.55186631944444
5581,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Joji,YEAH RIGHT,"[22, 29, 15]",32.963107638888886
5582,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Joji,YEAH RIGHT,"[57, 75, 78]",31.485026041666668
5583,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,"Joji,BENEE",Afterthought,"[94, 110, 111]",35.55186631944444
5584,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,"Joji,BENEE",Afterthought,"[22, 29, 15]",32.963107638888886
5585,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,"Joji,BENEE",Afterthought,"[57, 75, 78]",31.485026041666668
5586,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,yaeow,To Make It Right,"[94, 110, 111]",35.55186631944444
5587,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,yaeow,To Make It Right,"[22, 29, 15]",32.963107638888886
5588,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,yaeow,To Make It Right,"[57, 75, 78]",31.485026041666668
5589,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Dune,Pointless,"[94, 110, 111]",35.55186631944444
5590,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Dune,Pointless,"[22, 29, 15]",32.963107638888886
5591,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Dune,Pointless,"[57, 75, 78]",31.485026041666668
5592,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Easy Life,sangria,"[94, 110, 111]",35.55186631944444
5593,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Easy Life,sangria,"[22, 29, 15]",32.963107638888886
5594,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Easy Life,sangria,"[57, 75, 78]",31.485026041666668
5595,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Kamal,homebody,"[94, 110, 111]",35.55186631944444
5596,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Kamal,homebody,"[22, 29, 15]",32.963107638888886
5597,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Kamal,homebody,"[57, 75, 78]",31.485026041666668
5598,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Of Methodist,Bayfront Stn,"[94, 110, 111]",35.55186631944444
5599,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Of Methodist,Bayfront Stn,"[22, 29, 15]",32.963107638888886
5600,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Of Methodist,Bayfront Stn,"[57, 75, 78]",31.485026041666668
5601,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,UMI,Butterfly,"[94, 110, 111]",35.55186631944444
5602,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,UMI,Butterfly,"[22, 29, 15]",32.963107638888886
5603,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,UMI,Butterfly,"[57, 75, 78]",31.485026041666668
5604,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,ROLE MODEL,Gucci chair,"[94, 110, 111]",35.55186631944444
5605,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,ROLE MODEL,Gucci chair,"[22, 29, 15]",32.963107638888886
5606,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,ROLE MODEL,Gucci chair,"[57, 75, 78]",31.485026041666668
5607,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Rex Orange County,Pluto Projector,"[94, 110, 111]",35.55186631944444
5608,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Rex Orange County,Pluto Projector,"[22, 29, 15]",32.963107638888886
5609,약속은 없고 넷플릭스는 지겹고 이대로 잠들긴 아쉬워,Rex Orange County,Pluto Projector,"[57, 75, 78]",31.485026041666668
5610,비도 오고 음악도 좋으니 여기서 계속 마시자,Gibbz,Stay for a While,"[8, 15, 27]",60.34809027777778
5611,비도 오고 음악도 좋으니 여기서 계속 마시자,Gibbz,Stay for a While,"[25, 28, 79]",26.180338541666664
5612,비도 오고 음악도 좋으니 여기서 계속 마시자,Gibbz,Stay for a While,"[58, 60, 150]",13.471571180555555
5613,비도 오고 음악도 좋으니 여기서 계속 마시자,Jay Wile,Who's Lovin' U?,"[10, 16, 33]",71.13042534722223
5614,비도 오고 음악도 좋으니 여기서 계속 마시자,Jay Wile,Who's Lovin' U?,"[37, 38, 115]",27.21864149305556
5615,비도 오고 음악도 좋으니 여기서 계속 마시자,Jay Wile,Who's Lovin' U?,"[133, 151, 174]",1.650933159722222
5616,비도 오고 음악도 좋으니 여기서 계속 마시자,McClenney,SOS,"[8, 15, 27]",60.34830729166667
5617,비도 오고 음악도 좋으니 여기서 계속 마시자,McClenney,SOS,"[25, 28, 79]",26.18012152777778
5618,비도 오고 음악도 좋으니 여기서 계속 마시자,McClenney,SOS,"[58, 60, 150]",13.471571180555555
5619,비도 오고 음악도 좋으니 여기서 계속 마시자,Christian Curia,Remain,"[10, 16, 33]",71.13194444444444
5620,비도 오고 음악도 좋으니 여기서 계속 마시자,Christian Curia,Remain,"[37, 38, 115]",27.21853298611111
5621,비도 오고 음악도 좋으니 여기서 계속 마시자,Christian Curia,Remain,"[133, 151, 174]",1.6495225694444444
5622,비도 오고 음악도 좋으니 여기서 계속 마시자,Summer Walker,CPR,"[9, 16, 33]",70.71516927083333
5623,비도 오고 음악도 좋으니 여기서 계속 마시자,Summer Walker,CPR,"[37, 38, 114]",27.624782986111114
5624,비도 오고 음악도 좋으니 여기서 계속 마시자,Summer Walker,CPR,"[133, 151, 174]",1.6600477430555556
5625,비도 오고 음악도 좋으니 여기서 계속 마시자,RINI,Out of the Blue,"[9, 16, 33]",70.71516927083333
5626,비도 오고 음악도 좋으니 여기서 계속 마시자,RINI,Out of the Blue,"[37, 38, 114]",27.624782986111114
5627,비도 오고 음악도 좋으니 여기서 계속 마시자,RINI,Out of the Blue,"[133, 151, 174]",1.6600477430555556
5628,비도 오고 음악도 좋으니 여기서 계속 마시자,Hablot Brown,Lonely,"[8, 15, 27]",60.34830729166667
5629,비도 오고 음악도 좋으니 여기서 계속 마시자,Hablot Brown,Lonely,"[25, 28, 79]",26.18012152777778
5630,비도 오고 음악도 좋으니 여기서 계속 마시자,Hablot Brown,Lonely,"[58, 60, 150]",13.471571180555555
5631,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Shit Covered in Gold,"[8, 15, 27]",60.36208767361111
5632,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Shit Covered in Gold,"[25, 28, 79]",26.16634114583333
5633,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Shit Covered in Gold,"[58, 60, 150]",13.471571180555555
5634,비도 오고 음악도 좋으니 여기서 계속 마시자,Maxwell Hunter,Shy Wind,"[8, 15, 27]",60.051974826388886
5635,비도 오고 음악도 좋으니 여기서 계속 마시자,Maxwell Hunter,Shy Wind,"[24, 28, 79]",26.369791666666664
5636,비도 오고 음악도 좋으니 여기서 계속 마시자,Maxwell Hunter,Shy Wind,"[58, 59, 150]",13.578233506944445
5637,비도 오고 음악도 좋으니 여기서 계속 마시자,Christian Kuria,Bitter Pill,"[8, 15, 27]",60.051974826388886
5638,비도 오고 음악도 좋으니 여기서 계속 마시자,Christian Kuria,Bitter Pill,"[24, 28, 79]",26.369791666666664
5639,비도 오고 음악도 좋으니 여기서 계속 마시자,Christian Kuria,Bitter Pill,"[58, 59, 150]",13.578233506944445
5640,비도 오고 음악도 좋으니 여기서 계속 마시자,Chris Anderson,Falling,"[8, 15, 27]",60.34830729166667
5641,비도 오고 음악도 좋으니 여기서 계속 마시자,Chris Anderson,Falling,"[25, 28, 79]",26.18012152777778
5642,비도 오고 음악도 좋으니 여기서 계속 마시자,Chris Anderson,Falling,"[58, 60, 150]",13.471571180555555
5643,비도 오고 음악도 좋으니 여기서 계속 마시자,Omar Apollo,Want U Around,"[8, 15, 27]",60.34711371527778
5644,비도 오고 음악도 좋으니 여기서 계속 마시자,Omar Apollo,Want U Around,"[25, 28, 79]",26.1767578125
5645,비도 오고 음악도 좋으니 여기서 계속 마시자,Omar Apollo,Want U Around,"[58, 60, 150]",13.476128472222223
5646,비도 오고 음악도 좋으니 여기서 계속 마시자,Flwr Chyld,Luv 2 U,"[8, 15, 27]",60.36208767361111
5647,비도 오고 음악도 좋으니 여기서 계속 마시자,Flwr Chyld,Luv 2 U,"[25, 28, 79]",26.17220052083333
5648,비도 오고 음악도 좋으니 여기서 계속 마시자,Flwr Chyld,Luv 2 U,"[58, 60, 150]",13.465711805555555
5649,비도 오고 음악도 좋으니 여기서 계속 마시자,Chris Anderson,Till Another Day,"[9, 16, 33]",70.71516927083333
5650,비도 오고 음악도 좋으니 여기서 계속 마시자,Chris Anderson,Till Another Day,"[37, 38, 114]",27.624782986111114
5651,비도 오고 음악도 좋으니 여기서 계속 마시자,Chris Anderson,Till Another Day,"[133, 151, 174]",1.6600477430555556
5652,비도 오고 음악도 좋으니 여기서 계속 마시자,Yuna,Amy,"[8, 15, 27]",60.040256076388886
5653,비도 오고 음악도 좋으니 여기서 계속 마시자,Yuna,Amy,"[24, 28, 79]",26.364583333333336
5654,비도 오고 음악도 좋으니 여기서 계속 마시자,Yuna,Amy,"[58, 59, 150]",13.595160590277777
5655,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Smoke,"[9, 16, 33]",70.71516927083333
5656,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Smoke,"[37, 38, 114]",27.624782986111114
5657,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Smoke,"[133, 151, 174]",1.6600477430555556
5658,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Sunny & 62,"[8, 15, 27]",60.34830729166667
5659,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Sunny & 62,"[25, 28, 79]",26.18012152777778
5660,비도 오고 음악도 좋으니 여기서 계속 마시자,Mac Ayres,Sunny & 62,"[58, 60, 150]",13.471571180555555
5661,꿈에서 나랑 산책하자,HONNE,no song without you,"[99, 111, 171]",47.615234375
5662,꿈에서 나랑 산책하자,HONNE,no song without you,"[65, 62, 91]",26.4814453125
5663,꿈에서 나랑 산책하자,HONNE,no song without you,"[22, 24, 26]",25.9033203125
5664,꿈에서 나랑 산책하자,The Black Skirts,Two Days,"[99, 111, 171]",47.61610243055556
5665,꿈에서 나랑 산책하자,The Black Skirts,Two Days,"[65, 62, 91]",26.481770833333336
5666,꿈에서 나랑 산책하자,The Black Skirts,Two Days,"[22, 24, 26]",25.902126736111107
5667,꿈에서 나랑 산책하자,HONNE,la la la that’s how it goes,"[99, 111, 171]",47.615234375
5668,꿈에서 나랑 산책하자,HONNE,la la la that’s how it goes,"[65, 62, 91]",26.4814453125
5669,꿈에서 나랑 산책하자,HONNE,la la la that’s how it goes,"[22, 24, 26]",25.9033203125
5670,꿈에서 나랑 산책하자,LANY,current location,"[99, 111, 171]",47.615234375
5671,꿈에서 나랑 산책하자,LANY,current location,"[65, 62, 91]",26.4814453125
5672,꿈에서 나랑 산책하자,LANY,current location,"[22, 24, 26]",25.9033203125
5673,꿈에서 나랑 산책하자,Lauv,Feelings,"[99, 111, 171]",47.615234375
5674,꿈에서 나랑 산책하자,Lauv,Feelings,"[65, 62, 91]",26.4814453125
5675,꿈에서 나랑 산책하자,Lauv,Feelings,"[22, 24, 26]",25.9033203125
5676,꿈에서 나랑 산책하자,LANY,Valentine’s Day,"[99, 111, 171]",47.615234375
5677,꿈에서 나랑 산책하자,LANY,Valentine’s Day,"[65, 62, 91]",26.4814453125
5678,꿈에서 나랑 산책하자,LANY,Valentine’s Day,"[22, 24, 26]",25.9033203125
5679,꿈에서 나랑 산책하자,Tom Misch,You’re On My Mind,"[99, 111, 171]",47.615234375
5680,꿈에서 나랑 산책하자,Tom Misch,You’re On My Mind,"[65, 62, 91]",26.4814453125
5681,꿈에서 나랑 산책하자,Tom Misch,You’re On My Mind,"[22, 24, 26]",25.9033203125
5682,꿈에서 나랑 산책하자,Sasha Sloan,Matter To You,"[99, 111, 171]",47.615234375
5683,꿈에서 나랑 산책하자,Sasha Sloan,Matter To You,"[65, 62, 91]",26.4814453125
5684,꿈에서 나랑 산책하자,Sasha Sloan,Matter To You,"[22, 24, 26]",25.9033203125
5685,꿈에서 나랑 산책하자,LANY,13,"[99, 111, 171]",47.615234375
5686,꿈에서 나랑 산책하자,LANY,13,"[65, 62, 91]",26.4814453125
5687,꿈에서 나랑 산책하자,LANY,13,"[22, 24, 26]",25.9033203125
5688,꿈에서 나랑 산책하자,Yerin Baek,I am not your ocean anymore ,"[99, 111, 171]",47.615234375
5689,꿈에서 나랑 산책하자,Yerin Baek,I am not your ocean anymore ,"[65, 62, 91]",26.4814453125
5690,꿈에서 나랑 산책하자,Yerin Baek,I am not your ocean anymore ,"[22, 24, 26]",25.9033203125
5691,꿈에서 나랑 산책하자,Sasha Sloan,Is It Just Me? ,"[99, 111, 171]",47.61610243055556
5692,꿈에서 나랑 산책하자,Sasha Sloan,Is It Just Me? ,"[65, 62, 91]",26.481770833333336
5693,꿈에서 나랑 산책하자,Sasha Sloan,Is It Just Me? ,"[22, 24, 26]",25.902126736111107
5694,꿈에서 나랑 산책하자,LANY,anything 4 u,"[99, 111, 171]",47.615234375
5695,꿈에서 나랑 산책하자,LANY,anything 4 u,"[65, 62, 91]",26.4814453125
5696,꿈에서 나랑 산책하자,LANY,anything 4 u,"[22, 24, 26]",25.9033203125
5697,꿈에서 나랑 산책하자,The Millennial Club,like I do,"[99, 111, 171]",47.61610243055556
5698,꿈에서 나랑 산책하자,The Millennial Club,like I do,"[65, 62, 91]",26.481770833333336
5699,꿈에서 나랑 산책하자,The Millennial Club,like I do,"[22, 24, 26]",25.902126736111107
5700,꿈에서 나랑 산책하자,BEKA,More Than Friends ,"[99, 111, 171]",47.61610243055556
5701,꿈에서 나랑 산책하자,BEKA,More Than Friends ,"[65, 62, 91]",26.481770833333336
5702,꿈에서 나랑 산책하자,BEKA,More Than Friends ,"[22, 24, 26]",25.902126736111107
5703,꿈에서 나랑 산책하자,Tom Misch,Midst of it all,"[99, 111, 171]",47.61610243055556
5704,꿈에서 나랑 산책하자,Tom Misch,Midst of it all,"[65, 62, 91]",26.481770833333336
5705,꿈에서 나랑 산책하자,Tom Misch,Midst of it all,"[22, 24, 26]",25.902126736111107
5706,그냥 흘려보내기로 했다,Colde,아무도 모르는 노래,"[31, 21, 6]",60.11089409722222
5707,그냥 흘려보내기로 했다,Colde,아무도 모르는 노래,"[86, 65, 24]",24.532118055555557
5708,그냥 흘려보내기로 했다,Colde,아무도 모르는 노래,"[143, 129, 110]",15.356987847222223
5709,그냥 흘려보내기로 했다,선우정아,동거,"[31, 21, 6]",60.109809027777786
5710,그냥 흘려보내기로 했다,선우정아,동거,"[86, 65, 24]",24.530381944444443
5711,그냥 흘려보내기로 했다,선우정아,동거,"[143, 129, 110]",15.359809027777777
5712,그냥 흘려보내기로 했다,검정치마,EVERYTHING,"[31, 21, 6]",60.10894097222222
5713,그냥 흘려보내기로 했다,검정치마,EVERYTHING,"[86, 65, 24]",24.53125
5714,그냥 흘려보내기로 했다,검정치마,EVERYTHING,"[143, 129, 110]",15.359809027777777
5715,그냥 흘려보내기로 했다,윤지영,우우우린,"[31, 21, 6]",60.11089409722222
5716,그냥 흘려보내기로 했다,윤지영,우우우린,"[86, 65, 24]",24.532118055555557
5717,그냥 흘려보내기로 했다,윤지영,우우우린,"[143, 129, 110]",15.356987847222223
5718,그냥 흘려보내기로 했다,윤종신,모처럼 ,"[31, 21, 6]",60.109809027777786
5719,그냥 흘려보내기로 했다,윤종신,모처럼 ,"[86, 65, 24]",24.530381944444443
5720,그냥 흘려보내기로 했다,윤종신,모처럼 ,"[143, 129, 110]",15.359809027777777
5721,그냥 흘려보내기로 했다,강아솔,섬,"[31, 21, 6]",60.109809027777786
5722,그냥 흘려보내기로 했다,강아솔,섬,"[86, 65, 24]",24.530381944444443
5723,그냥 흘려보내기로 했다,강아솔,섬,"[143, 129, 110]",15.359809027777777
5724,그냥 흘려보내기로 했다,조원선,보낸다,"[31, 21, 6]",60.109809027777786
5725,그냥 흘려보내기로 했다,조원선,보낸다,"[86, 65, 24]",24.530381944444443
5726,그냥 흘려보내기로 했다,조원선,보낸다,"[143, 129, 110]",15.359809027777777
5727,그냥 흘려보내기로 했다,넬,"그리고,남겨진 것들","[31, 21, 6]",60.11089409722222
5728,그냥 흘려보내기로 했다,넬,"그리고,남겨진 것들","[86, 65, 24]",24.532118055555557
5729,그냥 흘려보내기로 했다,넬,"그리고,남겨진 것들","[143, 129, 110]",15.356987847222223
5730,그냥 흘려보내기로 했다,검정치마,피와 갈증 ,"[31, 21, 6]",60.10894097222222
5731,그냥 흘려보내기로 했다,검정치마,피와 갈증 ,"[86, 65, 24]",24.53125
5732,그냥 흘려보내기로 했다,검정치마,피와 갈증 ,"[143, 129, 110]",15.359809027777777
5733,그냥 흘려보내기로 했다,wave to earth,seasons,"[31, 21, 6]",60.11089409722222
5734,그냥 흘려보내기로 했다,wave to earth,seasons,"[86, 65, 24]",24.532118055555557
5735,그냥 흘려보내기로 했다,wave to earth,seasons,"[143, 129, 110]",15.356987847222223
5736,그냥 흘려보내기로 했다,검정치마,Hollywood,"[31, 21, 6]",60.11089409722222
5737,그냥 흘려보내기로 했다,검정치마,Hollywood,"[86, 65, 24]",24.532118055555557
5738,그냥 흘려보내기로 했다,검정치마,Hollywood,"[143, 129, 110]",15.356987847222223
5739,그냥 흘려보내기로 했다,onthedal,Pie,"[31, 21, 6]",60.109809027777786
5740,그냥 흘려보내기로 했다,onthedal,Pie,"[86, 65, 24]",24.530381944444443
5741,그냥 흘려보내기로 했다,onthedal,Pie,"[143, 129, 110]",15.359809027777777
5742,그냥 흘려보내기로 했다,검정치마,Heavy Rain,"[31, 21, 6]",60.109809027777786
5743,그냥 흘려보내기로 했다,검정치마,Heavy Rain,"[86, 65, 24]",24.530381944444443
5744,그냥 흘려보내기로 했다,검정치마,Heavy Rain,"[143, 129, 110]",15.359809027777777
5745,그냥 흘려보내기로 했다,Colde,Tunnel,"[31, 21, 6]",60.11089409722222
5746,그냥 흘려보내기로 했다,Colde,Tunnel,"[86, 65, 24]",24.532118055555557
5747,그냥 흘려보내기로 했다,Colde,Tunnel,"[143, 129, 110]",15.356987847222223
5748,아 선선하다 좀만 더 걸어야지,Naomi Sharon,Breeze,"[142, 136, 123]",59.942708333333336
5749,아 선선하다 좀만 더 걸어야지,Naomi Sharon,Breeze,"[42, 45, 34]",21.01019965277778
5750,아 선선하다 좀만 더 걸어야지,Naomi Sharon,Breeze,"[111, 99, 69]",19.04709201388889
5751,아 선선하다 좀만 더 걸어야지,DAUL,For Us  ,"[142, 136, 123]",59.942708333333336
5752,아 선선하다 좀만 더 걸어야지,DAUL,For Us  ,"[42, 45, 34]",21.01019965277778
5753,아 선선하다 좀만 더 걸어야지,DAUL,For Us  ,"[111, 99, 69]",19.04709201388889
5754,아 선선하다 좀만 더 걸어야지,Jenevieve,Baby Powder,"[142, 136, 123]",59.942708333333336
5755,아 선선하다 좀만 더 걸어야지,Jenevieve,Baby Powder,"[42, 45, 34]",21.01019965277778
5756,아 선선하다 좀만 더 걸어야지,Jenevieve,Baby Powder,"[111, 99, 69]",19.04709201388889
5757,아 선선하다 좀만 더 걸어야지,The Internet,Wanna Be,"[142, 136, 123]",59.942708333333336
5758,아 선선하다 좀만 더 걸어야지,The Internet,Wanna Be,"[42, 45, 34]",21.01019965277778
5759,아 선선하다 좀만 더 걸어야지,The Internet,Wanna Be,"[111, 99, 69]",19.04709201388889
5760,아 선선하다 좀만 더 걸어야지,Raveena,Floating,"[142, 136, 123]",59.942708333333336
5761,아 선선하다 좀만 더 걸어야지,Raveena,Floating,"[42, 45, 34]",21.01019965277778
5762,아 선선하다 좀만 더 걸어야지,Raveena,Floating,"[111, 99, 69]",19.04709201388889
5763,아 선선하다 좀만 더 걸어야지,"Tyler, The Creator",Boredom,"[142, 136, 123]",59.942708333333336
5764,아 선선하다 좀만 더 걸어야지,"Tyler, The Creator",Boredom,"[42, 45, 34]",21.01019965277778
5765,아 선선하다 좀만 더 걸어야지,"Tyler, The Creator",Boredom,"[111, 99, 69]",19.04709201388889
5766,아 선선하다 좀만 더 걸어야지,Mahalia,Plastic Plants,"[142, 136, 123]",59.942708333333336
5767,아 선선하다 좀만 더 걸어야지,Mahalia,Plastic Plants,"[42, 45, 34]",21.01019965277778
5768,아 선선하다 좀만 더 걸어야지,Mahalia,Plastic Plants,"[111, 99, 69]",19.04709201388889
5769,아 선선하다 좀만 더 걸어야지,Lianne La Havas,Unstoppable  ,"[142, 136, 123]",59.942708333333336
5770,아 선선하다 좀만 더 걸어야지,Lianne La Havas,Unstoppable  ,"[42, 45, 34]",21.01019965277778
5771,아 선선하다 좀만 더 걸어야지,Lianne La Havas,Unstoppable  ,"[111, 99, 69]",19.04709201388889
5772,아 선선하다 좀만 더 걸어야지,Joyce Wrice,Good Morning ,"[142, 136, 123]",59.942708333333336
5773,아 선선하다 좀만 더 걸어야지,Joyce Wrice,Good Morning ,"[42, 45, 34]",21.01019965277778
5774,아 선선하다 좀만 더 걸어야지,Joyce Wrice,Good Morning ,"[111, 99, 69]",19.04709201388889
5775,아 선선하다 좀만 더 걸어야지,Free Nationals,Time ,"[142, 136, 123]",59.942708333333336
5776,아 선선하다 좀만 더 걸어야지,Free Nationals,Time ,"[42, 45, 34]",21.01019965277778
5777,아 선선하다 좀만 더 걸어야지,Free Nationals,Time ,"[111, 99, 69]",19.04709201388889
5778,아 선선하다 좀만 더 걸어야지,Doja Cat,Kiss Me More,"[142, 136, 123]",59.942708333333336
5779,아 선선하다 좀만 더 걸어야지,Doja Cat,Kiss Me More,"[42, 45, 34]",21.01019965277778
5780,아 선선하다 좀만 더 걸어야지,Doja Cat,Kiss Me More,"[111, 99, 69]",19.04709201388889
5781,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,James Blake,Vincent,"[20, 19, 33]",85.41753472222223
5782,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,James Blake,Vincent,"[57, 59, 78]",11.2998046875
5783,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,James Blake,Vincent,"[143, 151, 162]",3.2826605902777777
5784,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Coldplay,Everglow,"[20, 19, 33]",85.41753472222223
5785,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Coldplay,Everglow,"[57, 59, 78]",11.298828125
5786,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Coldplay,Everglow,"[143, 151, 162]",3.2836371527777777
5787,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Anson Seabra,Can You Feel the Love Tonight,"[20, 19, 33]",85.41753472222223
5788,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Anson Seabra,Can You Feel the Love Tonight,"[57, 59, 78]",11.298828125
5789,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Anson Seabra,Can You Feel the Love Tonight,"[143, 151, 162]",3.2836371527777777
5790,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Celeste,"Twinkle, Twinkle, Little Star","[20, 19, 33]",85.41753472222223
5791,우리 나중에 몽골 여행가면 별 보면서 같이 듣자,Celeste,"Twinkle, Twinkle, Little Star","[57, 59, 78]",11.298828125
