이미지,제목,설명,가수,곡명,이미지객체
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Bobby Troup,Cuckoo In The Clock,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,The Frim Fram Sauce,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,Dream A Little Dream Of Me,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Dick Haymes,Soft Lights and Sweet Music,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Stuff Smith,Night Falls Again,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,I'd Love To Make Love To You,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,I Just Can't See For Lookin',person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,I'm In The Mood For Love,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Fats Navarro,As Time Goes By,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Dick Haymes,The Song Is Ended,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,What Can I Say After I Say I'm Sorry,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,(Get Your Kicks On) Route 66,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,When I Take My Sugar To Tea,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Jack McVea,Darlin' It's Just Like a Dream,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Gene Austin,My Blue Heaven,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,You Don't Learn That In School,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,I'm A Shy Guy,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,"Jack McVea, Rabon Tarrant",I've Be True,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,Too Marvelous For Words,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,Beautiful Moons Ago,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Phil Brito,Sooner or Later,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,Straighten Up And Fly Right,person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Nat King Cole Trio,"But She's My Buddy's ""Chick""",person
https://img.youtube.com/vi/kWclFITV5hs/maxresdefault.jpg,올드 재즈가 흐르는 레스토랑에서 with 레이백,#팝송추천 #재즈플레이리스트 #플레이리스트 겨울엔 역시 올드 재즈죠.게스트레이백,Erroll Garner,Moonglow,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,The Christmas Waltz,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,I'll Be Home For Christmas,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Bing Crosby,White Christmas,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,A Winter Romance,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,Winter Wonderland,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,Have Yourself A Merry Little Christmas,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,The Christmas Song,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,White Christmas,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,Let It Snow! Let It Snow! Let It Snow!,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,Christmas Dreaming,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,There Is No Christmas Like a Home Christmas,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,Christmas Bells,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Judy Garland,Have Yourself A Merry Little Christmas,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,Christmas Eve,person
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,Mistletoe And Holly,person
