이미지,제목,설명,가수,곡명
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,I'll Be Home For Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Bing Crosby,White Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,A Winter Romance
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,Winter Wonderland
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,Have Yourself A Merry Little Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,The Christmas Song
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,White Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,Let It Snow! Let It Snow! Let It Snow!
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,Christmas Dreaming
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,There Is No Christmas Like a Home Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,Christmas Bells
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Judy Garland,Have Yourself A Merry Little Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,Christmas Eve
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Frank Sinatra,Mistletoe And Holly
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Bing Crosby,You're All I Want For Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Louis Armstrong,White Christmas
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Peggy Lee,It's Christmas Time Again
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,Silver Bells
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Perry Como,The Christmas Song
https://img.youtube.com/vi/BedliWYefcU/maxresdefault.jpg,"파리의 크리스마스, 그 낭만의 거리로 with 미셸 들라크루아","#크리스마스캐롤 #크리스마스재즈 미셸 들라크루아 x 네고막을책임져도될까[미셸 들라크루아, 파리의 벨 에포크] 전시에 구독자분들을 초대합니다.프랑스를 대표하는 화가 '미셸 들라크루아'의 탄생 90주년을 맞이하여작가 인생 최대 규모의 전시를 '예술의전당 한가람디자인미술관'에서 진행합니다.이번 전시에는 200점 이상의 오리지널 페인팅이 전시되어8가지의 주제로 30-40년대의 파리를 고스란히 느낄 수 있는데요,""이번 전시를 통해 파리를 꿈꾸시길 바랍니다. 특히 우리가 사랑에 빠졌을 때는 파리에 가야 합니다. 꼭 사랑하는 분과 파리에 오시길 바랍니다.""한국 관람객들에게 전하는 작가의 말처럼올 겨울, 사랑하는 사람과 함께 파리를 꿈꾸는 것은 어떤지요?사랑하는 연인, 친구, 또는 가족과 함께 전시를 볼 수 있도록 유튜브와 인스타그램에서 1인 2매씩 총 70분께 티켓을 선물해드립니다.그림으로 떠나는 30-40년대의 파리 여행,동심이 잔뜩 스며있는 포근한 그림들과 함께 따뜻한 겨울을 만들어 보세요!이벤트 참여방법 : 해당 게시물 or 인스타그램 이벤트 게시물에 댓글 작성인스타그램 계정 :",Dean Martin,Rudolph The Red-Nosed Reindeer
